id_of_cashier,date_of_purchase,time_of_purchase,id_of_typeOfPurchase,card_number
5,5.12.2021,1:22,5,4260571201314001
5,7.3.2021,7:48,5,4774087526695965
13,12.20.2021,17:50,2,4877361758301195
8,4.16.2021,13:4,1,4997185428186208
2,6.7.2021,2:44,3,4878826235516564
2,8.24.2021,1:48,1,4843403055814489
9,8.13.2021,14:59,2,4731115299612536
5,7.7.2021,23:56,5,4189802583157340
12,3.14.2021,9:31,1,4681728455621788
7,4.3.2021,2:1,1,4796919635134664
3,8.26.2021,2:41,2,4759978530512760
13,7.11.2021,0:19,1,4275117093826617
11,5.4.2021,5:18,1,4231902070643719
14,8.13.2021,1:10,4,4159269477600086
11,11.15.2021,6:13,3,4166631761607028
9,11.15.2021,16:40,5,4747166658298897
12,6.20.2021,11:36,1,4844021024737586
15,12.4.2021,6:18,3,4273471539143074
3,4.15.2021,0:20,5,4288905046862417
3,3.3.2021,16:42,4,4602917485327797
4,10.27.2021,11:10,2,4117716375222746
3,1.12.2021,8:22,3,4445046886730482
1,4.21.2021,5:49,2,4422030055425222
5,4.21.2021,9:29,3,4734600178064064
15,12.19.2021,22:53,3,4080774540566427
1,12.19.2021,9:15,1,4481520477347551
6,12.28.2021,1:8,4,4212206121149285
1,9.10.2021,1:13,4,4504275563152673
14,5.4.2021,10:46,3,4944307033521244
7,9.20.2021,3:43,5,4562611311046201
13,6.3.2021,0:0,3,4141375647651256
7,7.13.2021,5:54,3,4102202252715939
4,3.16.2021,5:36,3,4882223290314442
12,11.25.2021,12:43,3,4381716803037613
13,2.17.2021,19:11,1,4496232289742389
14,4.27.2021,5:57,2,4776864204229552
13,4.11.2021,7:58,3,4546896486113923
5,12.2.2021,22:43,1,4467356192493646
13,8.21.2021,17:17,2,4387169868730874
4,8.22.2021,10:4,2,4154475168341700
11,4.7.2021,15:36,4,4485801218849996
13,11.6.2021,20:52,3,4396923631023194
3,12.4.2021,11:19,1,4271228088395064
15,1.26.2021,5:21,1,4696585255467955
4,6.7.2021,10:15,5,4013257389692161
3,8.22.2021,16:42,2,4128701047960282
1,9.16.2021,19:47,2,4087971989897939
5,11.25.2021,19:1,1,4267479495726723
13,10.26.2021,1:51,1,4133092903314619
10,11.11.2021,6:28,5,4012782235058062
2,11.2.2021,12:34,3,4773225290795642
13,11.26.2021,22:5,4,4854117371409197
8,5.17.2021,12:1,5,4851175152071561
7,1.27.2021,4:11,3,4312366861726749
3,4.23.2021,19:14,5,4885113497223181
15,1.20.2021,22:39,4,4659761225015177
15,6.8.2021,20:52,4,4236563306946331
2,1.27.2021,21:47,4,4512140535599106
14,5.19.2021,23:9,1,4068986788572351
14,5.18.2021,16:37,5,4740400658660915
7,6.23.2021,13:7,2,4238421364763122
3,2.4.2021,0:43,1,4010799812771663
3,7.2.2021,0:39,2,4058320470670908
1,9.8.2021,18:54,5,4516900421013679
10,10.26.2021,16:5,5,4542297538972031
10,10.11.2021,8:57,5,4592649546871375
15,2.22.2021,21:30,2,4812189540727598
5,11.8.2021,16:32,5,4689352310849775
13,9.18.2021,12:8,3,4842620757934686
12,2.5.2021,18:26,1,4478108377924044
4,9.13.2021,0:11,5,4642621106100493
3,7.20.2021,23:36,3,4718234628335174
3,4.7.2021,2:44,5,4085837167187735
5,1.13.2021,20:43,3,4260497215745404
13,6.28.2021,12:51,5,4392512587707535
1,8.4.2021,23:19,1,4956801443241528
6,1.14.2021,5:37,4,4968023008854397
6,7.26.2021,19:23,1,4528571393237957
12,12.14.2021,18:38,3,4719293421464406
9,11.6.2021,4:58,5,4661282463849885
15,10.19.2021,17:20,4,4382973838881630
10,2.12.2021,19:45,3,4371752510390207
15,10.3.2021,12:6,4,4665964625766284
12,7.14.2021,13:44,1,4554486734533648
14,8.4.2021,5:30,4,4455931290979696
2,7.12.2021,19:8,3,4848977520807500
7,7.24.2021,12:44,1,4584845352162310
3,6.26.2021,1:35,1,4626010792049411
10,12.18.2021,10:22,1,4669837035399748
5,12.1.2021,2:42,2,4774751301020907
9,1.5.2021,2:6,2,4765595019050875
1,12.7.2021,1:8,5,4198104007162872
15,2.10.2021,15:13,2,4672913267486567
1,5.12.2021,20:41,1,4730668959597607
5,6.28.2021,10:23,5,4569926413902572
3,7.18.2021,0:24,4,4143565082476716
3,2.7.2021,18:38,4,4111938574987337
14,6.3.2021,21:55,5,4938288938650004
2,5.21.2021,10:36,1,4214479102293874
14,2.15.2021,5:8,2,4060243321806193
2,10.4.2021,17:40,5,4509367259328710
7,8.27.2021,14:0,5,4812432177622762
15,4.15.2021,11:56,4,4866829209709056
8,6.12.2021,17:36,3,4963959557715800
11,6.12.2021,12:46,3,4181774596127985
9,8.1.2021,11:54,1,4529952824393171
13,12.6.2021,13:50,2,4167996520927897
4,1.15.2021,22:20,2,4546132966517473
1,7.7.2021,3:38,4,4716705142882258
5,11.4.2021,7:35,5,4689771520002505
10,8.6.2021,15:41,1,4579992413042015
11,12.20.2021,6:37,4,4213430277510699
1,8.2.2021,7:29,3,4641232326306225
14,7.7.2021,23:6,4,4577638021846699
13,9.22.2021,13:21,1,4421219130103794
2,9.16.2021,13:5,4,4440417234328897
3,10.26.2021,0:25,1,4961699113428499
11,3.6.2021,11:0,4,4112812868094851
10,6.2.2021,15:31,5,4822856863999311
6,4.19.2021,3:57,4,4102538131817390
9,12.1.2021,17:42,5,4679105425936524
7,3.26.2021,3:58,4,4863721072342531
7,5.3.2021,23:38,5,4822425818461974
5,7.18.2021,11:14,2,4690016721210648
8,8.14.2021,10:39,5,4948352964985690
15,12.28.2021,8:20,2,4763741330960279
5,1.11.2021,17:26,4,4734432344958667
11,7.3.2021,12:32,2,4131217039354881
5,11.14.2021,15:26,1,4961075741771808
6,10.5.2021,16:43,1,4619757591256832
11,1.5.2021,18:21,3,4969619169014673
9,4.7.2021,14:46,4,4282113169132198
2,4.16.2021,9:46,2,4617800556889025
4,11.2.2021,5:9,2,4401829891255285
6,2.7.2021,10:14,1,4852176166601790
2,1.3.2021,12:46,4,4368863424476218
6,6.28.2021,18:58,5,4733693243391615
2,12.18.2021,19:57,5,4116446076440042
3,9.18.2021,7:18,5,4702047578081809
15,1.10.2021,12:52,3,4340192244168213
1,8.21.2021,23:31,5,4373682580410523
1,11.26.2021,17:8,4,4270521290830427
9,5.22.2021,19:49,2,4154682906985889
11,6.24.2021,18:4,1,4836047721317302
9,5.22.2021,6:24,1,4984189307969669
12,11.9.2021,0:6,4,4973638659125832
5,4.9.2021,7:37,2,4907620372028902
12,2.18.2021,18:36,2,4738015192640123
14,7.5.2021,18:45,2,4273131471615456
6,11.4.2021,18:5,4,4921491343833436
12,11.23.2021,10:20,4,4312366616489106
6,5.1.2021,1:36,4,4855759342049249
8,12.15.2021,18:38,4,4595493818078008
13,1.22.2021,7:35,1,4857636983192639
12,1.2.2021,5:22,3,4368879486094119
3,12.18.2021,19:39,1,4871110274038514
3,8.5.2021,0:59,2,4784603563140909
12,2.12.2021,1:37,1,4246607641242774
15,1.8.2021,6:39,4,4331891675431891
12,5.5.2021,12:35,4,4072622087523463
11,11.19.2021,7:32,2,4637013524665962
8,2.17.2021,15:36,4,4326925615397350
3,3.11.2021,23:23,1,4637700579790638
10,3.25.2021,15:26,4,4348497215952592
15,1.12.2021,20:41,2,4925400162884497
6,7.19.2021,11:19,4,4234960640971514
9,12.18.2021,4:56,4,4080192485914930
5,4.2.2021,10:13,5,4872583174655989
12,8.15.2021,4:20,3,4113407601395521
8,7.13.2021,10:31,2,4377784861462927
14,3.27.2021,10:45,3,4837833457485498
5,9.5.2021,13:1,4,4045667138473191
7,6.28.2021,19:11,4,4092191255491320
2,8.20.2021,4:9,5,4432456758571372
11,11.9.2021,21:42,5,4065149717837053
9,1.25.2021,0:55,3,4321681447312723
6,7.16.2021,20:1,1,4262355151154306
10,2.18.2021,18:22,3,4090534168805021
10,4.25.2021,2:31,5,4059964462993392
8,1.1.2021,3:29,1,4040072230164641
11,11.5.2021,5:28,5,4123989346426896
10,9.21.2021,2:59,3,4854465700451653
10,9.19.2021,20:36,4,4960651331859367
1,3.28.2021,9:55,4,4808462255872956
6,5.24.2021,7:16,3,4054492983901103
14,12.17.2021,0:24,5,4349457684808989
13,12.17.2021,0:22,1,4697150717098759
7,4.17.2021,21:16,4,4269968183531726
2,2.17.2021,14:39,2,4343732743106948
1,5.4.2021,5:37,5,4902133013832916
7,5.19.2021,18:14,2,4856313409970410
10,12.8.2021,6:26,4,4739521414725202
4,5.13.2021,15:20,2,4734168085306771
7,3.16.2021,19:28,3,4543075153079527
4,2.25.2021,14:57,3,4405918166009331
1,8.19.2021,23:31,3,4115027151658797
4,10.5.2021,2:25,5,4629530421884811
12,9.2.2021,12:20,4,4623411992610160
9,4.2.2021,12:18,2,4415681075139962
3,7.18.2021,23:17,4,4148882210261073
15,9.7.2021,2:42,2,4932449837364649
13,7.24.2021,5:48,5,4894579737598975
8,3.1.2021,23:4,2,4908914962249889
5,8.21.2021,6:42,4,4433100061397045
5,8.7.2021,23:30,1,4190317424235242
10,5.7.2021,19:10,2,4123020316359834
5,6.21.2021,3:9,1,4865883761222223
15,6.2.2021,10:12,3,4646214934222473
13,5.11.2021,3:43,4,4972557023652235
13,2.24.2021,10:29,5,4523154333745333
2,5.14.2021,6:41,4,4577332940724686
4,1.9.2021,15:11,2,4966089492282903
11,3.10.2021,18:43,1,4803180947017706
10,7.5.2021,19:36,3,4688700836748374
3,5.12.2021,10:1,1,4374658418562961
9,6.7.2021,13:46,2,4948195072439766
1,11.18.2021,4:21,5,4049781806604199
7,5.24.2021,2:35,1,4115664118381151
11,2.26.2021,13:57,1,4856264574973655
11,2.13.2021,17:37,3,4327596536648106
12,10.3.2021,18:33,5,4244034942084087
9,11.26.2021,9:32,2,4136391888820712
3,11.23.2021,7:22,5,4674020159422943
3,8.22.2021,22:29,4,4933521024259970
5,12.12.2021,10:13,5,4228143664797938
10,1.6.2021,9:59,2,4998532676094940
6,2.3.2021,21:28,4,4270289972308570
11,6.6.2021,20:29,3,4326462783928885
2,10.23.2021,6:14,4,4104994848251793
1,7.16.2021,17:20,5,4426814672617139
7,12.5.2021,0:18,2,4612317575989606
1,5.26.2021,22:44,4,4892034512202813
8,5.4.2021,15:0,1,4552935695359415
1,1.21.2021,1:5,2,4535046361634680
12,3.4.2021,7:53,3,4072087191716519
3,1.27.2021,14:51,1,4972970140587769
6,12.21.2021,11:25,3,4210578876781655
14,9.28.2021,11:16,1,4723225545491653
11,12.22.2021,21:48,2,4968571142583611
5,2.28.2021,5:46,5,4521316656941302
1,4.1.2021,3:7,2,4073764993719935
2,3.23.2021,13:51,2,4826492543313170
6,8.28.2021,22:2,5,4554225274319314
4,4.3.2021,22:30,3,4971149753987703
5,8.13.2021,11:25,4,4733715946751900
5,12.5.2021,16:0,5,4775924576086760
13,2.25.2021,20:25,2,4303959118099084
6,8.11.2021,5:3,3,4100229785305832
13,5.19.2021,15:21,3,4612753616847667
13,1.28.2021,19:2,2,4546483695761759
5,12.24.2021,23:18,3,4295804562103476
2,1.2.2021,14:31,3,4746336513541375
1,2.24.2021,16:28,1,4426632040682676
8,6.23.2021,6:58,4,4302093934116424
1,3.19.2021,8:47,1,4172017807740284
3,6.24.2021,7:37,4,4677280711421263
12,9.3.2021,22:12,3,4357434866146519
10,1.23.2021,13:7,4,4121359735684103
2,12.13.2021,2:14,4,4656755295809539
11,8.8.2021,15:2,5,4405160733787535
12,8.23.2021,1:15,2,4055201103070942
2,2.21.2021,23:1,1,4761816361583596
14,3.15.2021,11:2,3,4053286671619852
3,3.22.2021,13:48,4,4590552505130117
6,12.2.2021,23:9,5,4215208901048386
2,9.23.2021,17:43,5,4466309425128382
1,5.19.2021,6:20,4,4550899589713587
13,2.5.2021,13:35,4,4155953075523862
9,9.9.2021,23:45,5,4796589572501223
8,2.26.2021,0:26,2,4066639808707394
12,8.4.2021,18:12,2,4350271046807883
8,10.27.2021,20:3,5,4915961060445566
14,10.16.2021,16:28,5,4853117845218256
1,6.4.2021,8:1,5,4173565257446259
2,11.7.2021,7:50,2,4870052217735603
2,3.15.2021,15:36,3,4279469036785661
10,2.10.2021,12:53,1,4744026668328303
8,3.5.2021,2:24,1,4628440409900020
13,10.28.2021,15:37,3,4602280266587604
11,2.11.2021,15:40,1,4255508679685424
2,4.14.2021,5:22,1,4277596896062563
4,9.25.2021,19:37,4,4786539409311131
9,5.11.2021,12:58,4,4341105324465495
8,3.15.2021,16:44,4,4878164204642166
3,7.9.2021,13:25,5,4784775522498377
12,1.6.2021,10:3,1,4672684350086139
4,6.23.2021,7:58,3,4175591838037432
4,1.15.2021,7:44,3,4525131767545141
14,7.7.2021,21:31,2,4985669559783097
4,9.16.2021,12:49,3,4783908506634716
8,12.3.2021,0:45,1,4095981047238443
9,3.27.2021,14:13,5,4909016305227702
13,1.26.2021,12:12,3,4357457785246271
15,1.2.2021,12:59,2,4978172333570264
12,6.17.2021,12:45,1,4463380173136651
8,12.2.2021,12:34,5,4492607960665425
2,2.9.2021,16:54,3,4165114911578265
9,4.21.2021,14:14,4,4551417226392628
11,6.9.2021,1:0,2,4124292796117540
5,12.13.2021,16:4,2,4378519797515700
4,10.13.2021,12:5,2,4154141336681623
13,7.28.2021,22:25,3,4964706156986939
4,5.14.2021,12:5,5,4277109118255540
8,2.17.2021,21:19,1,4023370663993547
10,4.21.2021,6:32,5,4735787237358008
9,2.22.2021,14:24,2,4080027803785100
15,4.2.2021,17:34,2,4108816866471421
6,9.27.2021,6:54,3,4695357702273152
3,2.15.2021,21:14,1,4559213567563110
5,3.17.2021,7:14,2,4941415757071081
14,7.15.2021,6:7,2,4462820936846846
2,4.20.2021,10:13,2,4321136560955864
15,7.22.2021,9:39,3,4653515190786081
15,3.24.2021,23:50,3,4527899395885559
7,1.27.2021,11:34,1,4365261582444177
6,2.23.2021,16:58,5,4635593008236724
2,10.14.2021,20:55,5,4173437930242436
12,8.23.2021,15:38,1,4133091673503212
13,12.7.2021,16:47,4,4414919873743778
15,1.21.2021,4:16,4,4898440770614785
6,2.8.2021,4:13,4,4990748806721184
8,8.12.2021,14:17,1,4908774544141556
2,2.8.2021,18:43,5,4191102590183793
13,4.12.2021,14:38,4,4719296896446488
4,11.6.2021,8:34,2,4200036199268815
10,11.3.2021,11:57,5,4138241421390524
9,7.9.2021,0:43,5,4434293011560247
4,10.19.2021,16:22,3,4917018240088395
4,3.12.2021,1:16,2,4499918536391003
12,7.18.2021,9:25,2,4458155550317476
5,4.26.2021,2:12,5,4276878135469230
15,10.14.2021,11:30,4,4685390679164729
5,9.4.2021,19:15,5,4671966425083549
3,6.9.2021,23:8,5,4979884839035916
2,12.8.2021,2:42,5,4365322798793184
4,3.24.2021,15:36,2,4725877290256615
11,5.6.2021,15:44,4,4553231631225732
7,1.11.2021,13:24,2,4900596317213839
12,12.11.2021,13:17,4,4413794208535072
14,2.4.2021,12:48,4,4856029267225118
8,8.1.2021,11:25,3,4023341973958020
8,4.20.2021,19:2,4,4054077285856994
2,1.20.2021,11:13,4,4482853283891840
3,4.27.2021,23:36,1,4322380768327948
11,9.8.2021,18:19,1,4854062262081133
4,6.18.2021,16:3,2,4061429123876473
7,2.1.2021,4:4,1,4039369931444078
15,4.14.2021,8:18,2,4889620759050687
1,4.2.2021,7:20,1,4681391511091307
14,12.15.2021,6:12,2,4247278416179653
13,3.14.2021,22:31,5,4949884167963655
3,3.16.2021,17:48,2,4202521469896994
8,12.27.2021,9:25,5,4063304106031243
2,3.20.2021,20:54,1,4954164038463101
13,2.28.2021,16:19,2,4894913175225936
15,12.1.2021,7:2,1,4261579137257897
1,6.9.2021,2:53,5,4391065948782977
4,8.2.2021,0:11,2,4540492353735327
12,4.1.2021,7:47,4,4411522238072905
2,12.19.2021,5:40,1,4603935851592635
9,5.12.2021,7:47,4,4834529866748804
6,6.23.2021,18:34,3,4361041916368490
4,8.25.2021,0:2,3,4647051527740390
9,4.6.2021,4:3,5,4460705903300753
7,10.26.2021,4:58,4,4281037748442348
13,1.26.2021,20:51,1,4333953062582468
11,7.24.2021,3:30,4,4018008711238063
14,4.13.2021,2:1,4,4925053962893727
5,12.2.2021,22:37,2,4952276305835743
2,4.16.2021,6:17,3,4571850230232193
3,1.18.2021,12:32,3,4058212875807623
2,6.12.2021,13:37,3,4279971478745797
14,7.26.2021,23:55,3,4250761712147091
14,1.25.2021,7:59,1,4941636421771700
4,7.19.2021,5:19,2,4603670417183504
7,1.15.2021,4:51,2,4617880122466703
7,1.9.2021,2:32,4,4481330611991905
4,10.24.2021,11:9,1,4474986998167820
4,9.10.2021,22:9,1,4912723423298184
3,10.19.2021,14:28,1,4154272078467001
7,6.13.2021,20:11,1,4302833364011450
10,3.11.2021,6:27,4,4407557888847257
9,12.17.2021,5:42,5,4025677253139142
7,1.2.2021,3:25,4,4233107259184533
9,6.1.2021,10:23,2,4613248728347089
10,3.27.2021,17:2,4,4348906509842750
7,4.6.2021,16:55,4,4563077134170085
8,4.17.2021,1:30,1,4463359341039745
10,9.14.2021,5:23,4,4577453143266248
1,11.23.2021,19:27,4,4037360400009999
14,1.5.2021,8:0,2,4404630327095313
6,4.23.2021,15:56,2,4707191149418002
10,9.22.2021,16:9,5,4429679397564122
6,5.27.2021,7:14,1,4556639064571096
13,2.1.2021,13:50,4,4522759242688110
3,6.26.2021,13:41,3,4260032012724302
2,11.4.2021,7:21,2,4390236116602154
15,1.23.2021,12:43,5,4530031250342468
5,7.11.2021,14:11,5,4921302554633721
2,6.25.2021,9:57,4,4739910920482353
5,12.18.2021,22:19,5,4117970035716328
6,6.21.2021,16:7,2,4246349120089306
8,9.8.2021,14:22,1,4681881633770089
10,8.27.2021,11:33,3,4586274708604338
5,12.20.2021,8:59,4,4318364844846106
13,5.19.2021,20:14,1,4492925209656997
3,5.22.2021,13:38,3,4691730992508479
3,8.9.2021,11:25,2,4996484992354380
11,2.1.2021,3:42,4,4850779125725061
13,12.15.2021,2:36,3,4696214183898268
4,2.12.2021,6:1,1,4012239581937610
6,7.8.2021,15:20,4,4770808458244803
13,7.7.2021,2:53,4,4221156251645030
5,7.28.2021,9:18,5,4018015099924638
15,12.13.2021,2:7,1,4798473968697922
8,4.1.2021,15:16,5,4382894392116440
7,8.1.2021,4:20,5,4459287201057813
4,6.1.2021,17:42,2,4962394734366595
7,4.18.2021,4:29,3,4287244604528686
5,8.24.2021,20:22,4,4678849454936802
11,7.25.2021,17:29,3,4818727302950859
9,4.26.2021,22:30,3,4733551126717732
1,12.9.2021,1:11,2,4981525762113948
9,8.14.2021,8:11,1,4937154053065720
14,4.24.2021,5:23,4,4335185159967562
4,5.8.2021,20:5,3,4058058234744613
9,10.8.2021,2:55,3,4066877085197536
10,12.12.2021,6:21,1,4308419026065132
10,3.19.2021,23:53,2,4904583512812069
9,10.18.2021,2:13,1,4489514339715743
11,7.23.2021,15:16,3,4238419208043546
12,2.7.2021,18:2,4,4888527159227174
15,12.28.2021,22:17,4,4574092982883473
12,9.16.2021,22:23,3,4143959182991711
12,7.14.2021,4:55,5,4928792185905364
10,8.19.2021,7:21,5,4730355369714654
15,10.19.2021,19:48,4,4837175076482511
9,7.14.2021,9:22,2,4922511639023815
7,11.25.2021,16:49,1,4088274987365923
6,2.28.2021,8:10,4,4051831200414565
1,8.24.2021,8:5,3,4150800527145882
11,3.4.2021,6:47,2,4592041645188137
15,10.9.2021,12:35,4,4407584320150519
6,7.13.2021,20:51,5,4711505808213745
15,2.22.2021,14:15,4,4407080321110605
7,6.27.2021,19:12,1,4036265798133474
15,9.26.2021,13:35,3,4826394067748636
6,10.18.2021,6:10,5,4836669640593011
12,2.18.2021,6:49,1,4222038822020390
6,12.18.2021,14:9,1,4504781893130325
10,2.14.2021,16:10,2,4861854918860423
12,10.7.2021,0:26,3,4410982681333967
2,11.11.2021,0:56,5,4724247168635769
1,4.27.2021,8:8,2,4287496640641173
10,1.10.2021,5:53,5,4939611472382411
5,1.22.2021,3:29,4,4937286830357756
14,9.19.2021,21:14,3,4545572194940139
4,10.13.2021,10:56,5,4961555178319578
10,4.6.2021,3:51,3,4684133882062291
10,3.8.2021,11:40,5,4201310121486380
2,1.4.2021,17:45,5,4948811503072241
1,12.23.2021,20:32,1,4558261882778451
9,10.11.2021,22:22,3,4643915407475843
6,7.16.2021,23:11,5,4219460822485634
4,9.26.2021,1:9,4,4607553891706519
13,1.25.2021,6:1,2,4383126775563009
3,6.20.2021,21:3,5,4162377681929496
9,8.10.2021,17:20,3,4233300186623422
2,5.25.2021,5:2,2,4675802943661070
7,10.15.2021,13:49,5,4939803026473552
11,10.7.2021,13:8,4,4881739906803406
13,11.8.2021,22:25,5,4753648923004925
5,7.4.2021,23:55,5,4572653176471971
2,1.12.2021,13:53,3,4518577043265892
13,2.19.2021,12:58,2,4198673855931719
6,3.2.2021,4:30,4,4661382253731943
15,7.1.2021,11:30,5,4732365028077067
8,8.12.2021,14:51,5,4959877350916266
13,11.6.2021,5:52,1,4356774259267328
14,3.26.2021,3:14,5,4291409282325941
3,9.11.2021,15:12,5,4512717129549530
3,10.24.2021,10:17,4,4678696630844703
11,12.11.2021,5:28,3,4257568606190236
5,11.28.2021,8:22,1,4668699204643105
11,7.18.2021,11:54,3,4593772536630280
12,1.22.2021,0:20,2,4810475025857663
14,12.17.2021,4:0,3,4165982541299384
15,7.25.2021,18:20,3,4480774735849002
2,7.21.2021,7:14,2,4462742191358410
2,5.23.2021,18:3,4,4013751382436630
12,2.25.2021,10:28,1,4665734408361198
15,6.9.2021,16:8,2,4121724630126257
5,11.15.2021,9:2,3,4738666687262336
9,8.25.2021,17:58,2,4814819689562763
1,12.22.2021,0:41,5,4597210365424704
1,3.10.2021,4:30,1,4460651652681953
8,6.2.2021,0:49,5,4306428054291153
15,5.8.2021,14:50,4,4506701392522179
2,10.6.2021,13:14,2,4745428613735652
13,4.25.2021,18:4,3,4272760283355347
6,11.11.2021,12:1,3,4513479526327803
2,10.13.2021,9:31,3,4718312794982902
11,7.12.2021,14:14,4,4428546553442547
10,9.25.2021,22:39,2,4573710311502904
14,11.4.2021,23:8,5,4479172649229754
2,6.13.2021,0:40,1,4035807574327795
9,10.16.2021,10:9,2,4885501068174282
1,6.16.2021,18:10,1,4712510725470175
5,4.24.2021,19:58,5,4294230868596670
9,8.20.2021,5:38,4,4096174402039584
1,6.27.2021,11:18,3,4557500900837631
13,7.16.2021,7:40,2,4934435416685592
13,12.3.2021,23:15,4,4437769698871675
11,1.14.2021,21:10,5,4953057660398997
4,12.10.2021,1:34,2,4663982111987565
14,7.28.2021,4:31,1,4628580253700936
9,8.11.2021,11:18,2,4597887106524500
11,8.15.2021,9:26,1,4933278017115992
14,2.27.2021,12:8,4,4006676937832593
9,1.19.2021,14:55,2,4301012648059284
9,12.2.2021,22:37,1,4306667557626527
2,4.18.2021,9:26,2,4457889795991073
3,5.23.2021,5:7,1,4302835302281452
1,9.3.2021,1:19,1,4716360699294969
8,2.11.2021,23:59,3,4426567878935880
12,4.23.2021,9:31,1,4389816004892829
10,5.9.2021,16:10,5,4646023354350600
3,4.24.2021,4:11,2,4623846719104239
2,6.27.2021,5:1,4,4538337562998282
2,11.23.2021,7:38,4,4271210164559027
2,3.18.2021,13:25,5,4729496108698552
5,7.16.2021,16:15,3,4084884373407027
4,5.25.2021,21:52,2,4173159042389176
13,3.14.2021,10:21,5,4886124432455752
5,5.23.2021,11:7,4,4527931825817114
11,5.23.2021,18:27,2,4743954911938155
3,10.9.2021,12:32,4,4863585551709522
10,12.24.2021,19:57,3,4703271317985852
15,1.14.2021,19:47,3,4313822382254211
11,10.8.2021,10:13,5,4152176838792512
11,11.6.2021,17:53,1,4000373101336745
5,11.1.2021,23:0,5,4238618107979182
3,5.7.2021,21:26,2,4099210918006285
14,4.4.2021,23:8,1,4823354463823248
15,3.1.2021,11:7,5,4182961445231636
9,8.12.2021,13:3,3,4990697958186488
12,9.7.2021,10:3,3,4694425865791247
3,5.20.2021,15:19,2,4111802038676380
5,6.18.2021,2:46,5,4859848330958445
5,1.20.2021,9:19,1,4481980018058789
12,2.27.2021,5:52,5,4266321700684478
13,4.28.2021,15:52,3,4258146314372992
9,7.21.2021,16:20,2,4367030253433742
2,10.15.2021,20:41,2,4832339715533950
4,5.11.2021,9:17,3,4482446897743609
14,8.10.2021,10:38,2,4085426923515687
11,5.26.2021,19:10,4,4334358464867640
11,11.1.2021,21:10,1,4964653328270973
5,9.22.2021,8:43,2,4425008181067836
13,9.14.2021,6:39,5,4363203256779843
11,12.27.2021,12:21,2,4544460619931527
11,7.9.2021,1:6,2,4206960931766647
8,6.23.2021,3:48,2,4898128211201348
14,2.15.2021,1:5,3,4619709392156861
14,5.7.2021,21:11,2,4263566019228734
8,9.26.2021,17:43,2,4104263585365255
1,6.1.2021,1:44,3,4029975290314347
11,3.9.2021,5:28,2,4421142776149460
10,8.28.2021,16:20,1,4543746650115389
14,4.21.2021,1:27,4,4247956598948154
1,10.12.2021,14:18,4,4406282024992373
6,12.21.2021,10:40,4,4957088568207394
2,12.22.2021,9:1,2,4682637448367470
2,5.6.2021,8:45,5,4865147748078671
12,12.25.2021,20:59,1,4858368774095519
12,7.28.2021,3:59,3,4115705947405805
11,10.9.2021,1:39,5,4370126725032241
1,10.7.2021,18:18,5,4416804136132452
9,9.6.2021,14:44,4,4738026462945922
7,4.11.2021,19:18,3,4825721707250149
3,12.19.2021,23:53,1,4849749072714215
12,11.21.2021,0:40,1,4985416596405386
3,4.22.2021,0:16,1,4824365557810703
10,8.4.2021,12:42,1,4734433675035677
13,10.19.2021,20:40,5,4618287692038078
11,2.23.2021,21:53,2,4844328904384990
6,12.28.2021,17:19,1,4847565678808178
6,9.2.2021,19:56,1,4244253715422544
1,12.17.2021,17:39,2,4534954135293024
11,9.28.2021,5:2,1,4786825262341752
5,5.24.2021,11:49,2,4398867063447811
8,7.10.2021,14:11,2,4719523305027719
14,2.5.2021,18:28,3,4110591653337569
11,5.25.2021,12:20,5,4124108876363924
6,11.25.2021,22:43,2,4696269954820125
6,12.25.2021,5:0,5,4416554081195760
5,12.12.2021,3:42,4,4785815987310332
13,5.7.2021,4:38,2,4423247891491219
7,9.16.2021,7:46,2,4721734648623572
14,6.28.2021,6:5,5,4025475327555881
13,6.17.2021,11:55,5,4528912276425586
2,8.22.2021,20:22,5,4988730378861084
5,4.15.2021,21:24,4,4237724169225261
11,9.10.2021,9:19,5,4766409239173894
5,8.5.2021,20:31,1,4273723380924904
8,11.24.2021,13:17,2,4130818191007850
9,11.21.2021,7:20,2,4263422141142503
1,12.9.2021,18:30,3,4241374415479924
3,7.7.2021,16:53,1,4784209129060081
11,4.8.2021,18:30,4,4301877300373742
15,3.6.2021,20:23,1,4011085353221109
14,12.12.2021,17:24,1,4132207063563819
9,5.8.2021,16:9,4,4797984151844111
1,5.25.2021,19:52,3,4253982928576264
12,3.24.2021,21:38,1,4495889805311035
15,9.7.2021,6:55,4,4658667507746968
7,2.16.2021,20:53,4,4738282185584925
11,12.11.2021,0:20,1,4480263671096289
7,6.12.2021,9:51,3,4458864005408320
7,1.19.2021,19:53,5,4921442005095351
11,7.10.2021,3:46,4,4562685576784731
3,3.2.2021,18:56,3,4031783937212971
1,7.12.2021,2:33,3,4787761364788404
5,11.27.2021,10:32,3,4927120746940070
4,7.14.2021,7:52,4,4393533929306433
5,5.14.2021,9:21,5,4564139715593553
14,8.4.2021,11:38,2,4177815190232236
6,7.15.2021,20:50,2,4522221643690239
8,2.22.2021,19:9,1,4337419436362167
6,8.20.2021,4:24,3,4860030718870061
13,9.5.2021,4:24,2,4271853572980667
1,1.28.2021,7:55,5,4361934711971921
5,2.13.2021,2:57,5,4641958802317517
3,2.12.2021,16:32,2,4063691529900599
